function                     mask  match   000  010  020
op_1010                , 0xf000,  0xa000, {  4,   4,   4}},
op_sls_08_al           , MASKALL, 0x53f9, { 20,  20,  10}},
op_sls_08_aw           , MASKALL, 0x53f8, { 16,  16,  10}},
op_sls_08_dn           , MASK__Y, 0x53c0, {  4,   4,   4}},
op_sls_08_di           , MASK__Y, 0x53e8, { 16,  16,  11}},
op_sls_08_ix           , MASK__Y, 0x53f0, { 18,  18,  13}},
op_sls_08_pd           , MASK__Y, 0x53e0, { 14,  14,  11}},
op_sls_08_pi           , MASK__Y, 0x53d8, { 12,  12,  10}},
op_slt_08_ai           , MASK__Y, 0x5dd0, { 12,  12,  10}},
op_slt_08_al           , MASKALL, 0x5df9, { 20,  20,  10}},
op_slt_08_aw           , MASKALL, 0x5df8, { 16,  16,  10}},
op_slt_08_dn           , MASK__Y, 0x5dc0, {  4,   4,   4}},
op_slt_08_di           , MASK__Y, 0x5de8, { 16,  16,  11}},
op_slt_08_ix           , MASK__Y, 0x5df0, { 18,  18,  13}},
op_slt_08_pd           , MASK__Y, 0x5de0, { 14,  14,  11}},
op_slt_08_pi           , MASK__Y, 0x5dd8, { 12,  12,  10}},
op_smi_08_ai           , MASK__Y, 0x5bd0, { 12,  12,  10}},
op_smi_08_al           , MASKALL, 0x5bf9, { 20,  20,  10}},
op_smi_08_aw           , MASKALL, 0x5bf8, { 16,  16,  10}},
op_smi_08_dn           , MASK__Y, 0x5bc0, {  4,   4,   4}},
op_smi_08_di           , MASK__Y, 0x5be8, { 16,  16,  11}},
op_smi_08_ix           , MASK__Y, 0x5bf0, { 18,  18,  13}},
op_smi_08_pd           , MASK__Y, 0x5be0, { 14,  14,  11}},
op_smi_08_pi           , MASK__Y, 0x5bd8, { 12,  12,  10}},
op_sne_08_ai           , MASK__Y, 0x56d0, { 12,  12,  10}},
op_sne_08_al           , MASKALL, 0x56f9, { 20,  20,  10}},
op_sne_08_aw           , MASKALL, 0x56f8, { 16,  16,  10}},
op_sne_08_dn           , MASK__Y, 0x56c0, {  4,   4,   4}},
op_sne_08_di           , MASK__Y, 0x56e8, { 16,  16,  11}},
op_sne_08_ix           , MASK__Y, 0x56f0, { 18,  18,  13}},
op_sne_08_pd           , MASK__Y, 0x56e0, { 14,  14,  11}},
op_sne_08_pi           , MASK__Y, 0x56d8, { 12,  12,  10}},
op_spl_08_ai           , MASK__Y, 0x5ad0, { 12,  12,  10}},
op_spl_08_al           , MASKALL, 0x5af9, { 20,  20,  10}},
op_spl_08_aw           , MASKALL, 0x5af8, { 16,  16,  10}},
op_spl_08_dn           , MASK__Y, 0x5ac0, {  4,   4,   4}},
op_spl_08_di           , MASK__Y, 0x5ae8, { 16,  16,  11}},
op_spl_08_ix           , MASK__Y, 0x5af0, { 18,  18,  13}},
op_spl_08_pd           , MASK__Y, 0x5ae0, { 14,  14,  11}},
op_spl_08_pi           , MASK__Y, 0x5ad8, { 12,  12,  10}},
op_st_08_ai            , MASK__Y, 0x50d0, { 12,  12,  10}},
op_st_08_al            , MASKALL, 0x50f9, { 20,  20,  10}},
op_st_08_aw            , MASKALL, 0x50f8, { 16,  16,  10}},
op_st_08_dn            , MASK__Y, 0x50c0, {  6,   4,   4}},
op_st_08_di            , MASK__Y, 0x50e8, { 16,  16,  11}},
op_st_08_ix            , MASK__Y, 0x50f0, { 18,  18,  13}},
op_st_08_pd            , MASK__Y, 0x50e0, { 14,  14,  11}},
op_st_08_pi            , MASK__Y, 0x50d8, { 12,  12,  10}},
op_stop                , MASKALL, 0x4e72, {  4,   4,   8}},
op_sub_08_er_ai        , MASK_XY, 0x9010, {  8,   8,   6}},
op_sub_08_er_al        , MASK_X_, 0x9039, { 16,  16,   6}},
op_sub_08_er_aw        , MASK_X_, 0x9038, { 12,  12,   6}},
op_sub_08_er_dn        , MASK_XY, 0x9000, {  4,   4,   2}},
op_sub_08_er_di        , MASK_XY, 0x9028, { 12,  12,   7}},
op_sub_08_er_imm       , MASK_X_, 0x903c, { 10,   8,   4}},
op_sub_08_er_ix        , MASK_XY, 0x9030, { 14,  14,   9}},
op_sub_08_er_pcdi      , MASK_X_, 0x903a, { 12,  12,   7}},
op_sub_08_er_pcix      , MASK_X_, 0x903b, { 14,  14,   9}},
op_sub_08_er_pd        , MASK_XY, 0x9020, { 10,  10,   7}},
op_sub_08_er_pi        , MASK_XY, 0x9018, {  8,   8,   6}},
op_sub_08_re_ai        , MASK_XY, 0x9110, { 12,  12,   8}},
op_sub_08_re_al        , MASK_X_, 0x9139, { 20,  20,   8}},
op_sub_08_re_aw        , MASK_X_, 0x9138, { 16,  16,   8}},
op_sub_08_re_di        , MASK_XY, 0x9128, { 16,  16,   9}},
op_sub_08_re_ix        , MASK_XY, 0x9130, { 18,  18,  11}},
op_sub_08_re_pd        , MASK_XY, 0x9120, { 14,  14,   9}},
op_sub_08_re_pi        , MASK_XY, 0x9118, { 12,  12,   8}},
op_sub_16_er_an        , MASK_XY, 0x9048, {  4,   4,   2}},
op_sub_16_er_ai        , MASK_XY, 0x9050, {  8,   8,   6}},
op_sub_16_er_al        , MASK_X_, 0x9079, { 16,  16,   6}},
op_sub_16_er_aw        , MASK_X_, 0x9078, { 12,  12,   6}},
op_sub_16_er_dn        , MASK_XY, 0x9040, {  4,   4,   2}},
op_sub_16_er_di        , MASK_XY, 0x9068, { 12,  12,   7}},
op_sub_16_er_imm       , MASK_X_, 0x907c, { 10,   8,   4}},
op_sub_16_er_ix        , MASK_XY, 0x9070, { 14,  14,   9}},
op_sub_16_er_pcdi      , MASK_X_, 0x907a, { 12,  12,   7}},
op_sub_16_er_pcix      , MASK_X_, 0x907b, { 14,  14,   9}},
op_sub_16_er_pd        , MASK_XY, 0x9060, { 10,  10,   7}},
op_sub_16_er_pi        , MASK_XY, 0x9058, {  8,   8,   6}},
op_sub_16_re_ai        , MASK_XY, 0x9150, { 12,  12,   8}},
op_sub_16_re_al        , MASK_X_, 0x9179, { 20,  20,   8}},
op_sub_16_re_aw        , MASK_X_, 0x9178, { 16,  16,   8}},
op_sub_16_re_di        , MASK_XY, 0x9168, { 16,  16,   9}},
op_sub_16_re_ix        , MASK_XY, 0x9170, { 18,  18,  11}},
op_sub_16_re_pd        , MASK_XY, 0x9160, { 14,  14,   9}},
op_sub_16_re_pi        , MASK_XY, 0x9158, { 12,  12,   8}},
op_sub_32_er_an        , MASK_XY, 0x9088, {  6,   6,   2}},
op_sub_32_er_ai        , MASK_XY, 0x9090, { 14,  14,   6}},
op_sub_32_er_al        , MASK_X_, 0x90b9, { 22,  22,   6}},
op_sub_32_er_aw        , MASK_X_, 0x90b8, { 18,  18,   6}},
op_sub_32_er_dn        , MASK_XY, 0x9080, {  6,   6,   2}},
op_sub_32_er_di        , MASK_XY, 0x90a8, { 18,  18,   7}},
op_sub_32_er_imm       , MASK_X_, 0x90bc, { 16,  14,   6}},
op_sub_32_er_ix        , MASK_XY, 0x90b0, { 20,  20,   9}},
op_sub_32_er_pcdi      , MASK_X_, 0x90ba, { 18,  18,   7}},
op_sub_32_er_pcix      , MASK_X_, 0x90bb, { 20,  20,   9}},
op_sub_32_er_pd        , MASK_XY, 0x90a0, { 16,  16,   7}},
op_sub_32_er_pi        , MASK_XY, 0x9098, { 14,  14,   6}},
op_sub_32_re_ai        , MASK_XY, 0x9190, { 20,  20,   8}},
op_sub_32_re_al        , MASK_X_, 0x91b9, { 28,  28,   8}},
op_sub_32_re_aw        , MASK_X_, 0x91b8, { 24,  24,   8}},
op_sub_32_re_di        , MASK_XY, 0x91a8, { 24,  24,   9}},
op_sub_32_re_ix        , MASK_XY, 0x91b0, { 26,  26,  11}},
op_sub_32_re_pd        , MASK_XY, 0x91a0, { 22,  22,   9}},
op_sub_32_re_pi        , MASK_XY, 0x9198, { 20,  20,   8}},
op_suba_16_an          , MASK_XY, 0x90c8, {  8,   8,   2}},
op_suba_16_ai          , MASK_XY, 0x90d0, { 12,  12,   6}},
op_suba_16_al          , MASK_X_, 0x90f9, { 20,  20,   6}},
op_suba_16_aw          , MASK_X_, 0x90f8, { 16,  16,   6}},
op_suba_16_dn          , MASK_XY, 0x90c0, {  8,   8,   2}},
op_suba_16_di          , MASK_XY, 0x90e8, { 16,  16,   7}},
op_suba_16_imm         , MASK_X_, 0x90fc, { 14,  12,   4}},
op_suba_16_ix          , MASK_XY, 0x90f0, { 18,  18,   9}},
op_suba_16_pcdi        , MASK_X_, 0x90fa, { 16,  16,   7}},
op_suba_16_pcix        , MASK_X_, 0x90fb, { 18,  18,   9}},
op_suba_16_pd          , MASK_XY, 0x90e0, { 14,  14,   7}},
op_suba_16_pi          , MASK_XY, 0x90d8, { 12,  12,   6}},
op_suba_32_an          , MASK_XY, 0x91c8, {  6,   6,   2}},
op_suba_32_ai          , MASK_XY, 0x91d0, { 14,  14,   6}},
op_suba_32_al          , MASK_X_, 0x91f9, { 22,  22,   6}},
op_suba_32_aw          , MASK_X_, 0x91f8, { 18,  18,   6}},
op_suba_32_dn          , MASK_XY, 0x91c0, {  6,   6,   2}},
op_suba_32_di          , MASK_XY, 0x91e8, { 18,  18,   7}},
op_suba_32_imm         , MASK_X_, 0x91fc, { 16,  14,   6}},
op_suba_32_ix          , MASK_XY, 0x91f0, { 20,  20,   9}},
op_suba_32_pcdi        , MASK_X_, 0x91fa, { 18,  18,   7}},
op_suba_32_pcix        , MASK_X_, 0x91fb, { 20,  20,   9}},
op_suba_32_pd          , MASK_XY, 0x91e0, { 16,  16,   7}},
op_suba_32_pi          , MASK_XY, 0x91d8, { 14,  14,   6}},
op_subi_08_ai          , MASK__Y, 0x0410, { 16,  16,   8}},
op_subi_08_al          , MASKALL, 0x0439, { 24,  24,   8}},
op_subi_08_aw          , MASKALL, 0x0438, { 20,  20,   8}},
op_subi_08_dn          , MASK__Y, 0x0400, {  8,   8,   2}},
op_subi_08_di          , MASK__Y, 0x0428, { 20,  20,   9}},
op_subi_08_ix          , MASK__Y, 0x0430, { 22,  22,  11}},
op_subi_08_pd          , MASK__Y, 0x0420, { 18,  18,   9}},
op_subi_08_pi          , MASK__Y, 0x0418, { 16,  16,   8}},
op_subi_16_ai          , MASK__Y, 0x0450, { 16,  16,   8}},
op_subi_16_al          , MASKALL, 0x0479, { 24,  24,   8}},
op_subi_16_aw          , MASKALL, 0x0478, { 20,  20,   8}},
op_subi_16_dn          , MASK__Y, 0x0440, {  8,   8,   2}},
op_subi_16_di          , MASK__Y, 0x0468, { 20,  20,   9}},
op_subi_16_ix          , MASK__Y, 0x0470, { 22,  22,  11}},
op_subi_16_pd          , MASK__Y, 0x0460, { 18,  18,   9}},
op_subi_16_pi          , MASK__Y, 0x0458, { 16,  16,   8}},
op_subi_32_ai          , MASK__Y, 0x0490, { 28,  28,   8}},
op_subi_32_al          , MASKALL, 0x04b9, { 36,  36,   8}},
op_subi_32_aw          , MASKALL, 0x04b8, { 32,  32,   8}},
op_subi_32_dn          , MASK__Y, 0x0480, { 16,  14,   2}},
op_subi_32_di          , MASK__Y, 0x04a8, { 32,  32,   9}},
op_subi_32_ix          , MASK__Y, 0x04b0, { 34,  34,  11}},
op_subi_32_pd          , MASK__Y, 0x04a0, { 30,  30,   9}},
op_subi_32_pi          , MASK__Y, 0x0498, { 28,  28,   8}},
op_subq_08_ai          , MASK_XY, 0x5110, { 12,  12,   8}},
op_subq_08_al          , MASK_X_, 0x5139, { 20,  20,   8}},
op_subq_08_aw          , MASK_X_, 0x5138, { 16,  16,   8}},
op_subq_08_dn          , MASK_XY, 0x5100, {  4,   4,   2}},
op_subq_08_di          , MASK_XY, 0x5128, { 16,  16,   9}},
op_subq_08_ix          , MASK_XY, 0x5130, { 18,  18,  11}},
op_subq_08_pd          , MASK_XY, 0x5120, { 14,  14,   9}},
op_subq_08_pi          , MASK_XY, 0x5118, { 12,  12,   8}},
op_subq_16_an          , MASK_XY, 0x5148, {  8,   4,   2}},
op_subq_16_ai          , MASK_XY, 0x5150, { 12,  12,   8}},
op_subq_16_al          , MASK_X_, 0x5179, { 20,  20,   8}},
op_subq_16_aw          , MASK_X_, 0x5178, { 16,  16,   8}},
op_subq_16_dn          , MASK_XY, 0x5140, {  4,   4,   2}},
op_subq_16_di          , MASK_XY, 0x5168, { 16,  16,   9}},
op_subq_16_ix          , MASK_XY, 0x5170, { 18,  18,  11}},
op_subq_16_pd          , MASK_XY, 0x5160, { 14,  14,   9}},
op_subq_16_pi          , MASK_XY, 0x5158, { 12,  12,   8}},
op_subq_32_an          , MASK_XY, 0x5188, {  8,   8,   2}},
op_subq_32_ai          , MASK_XY, 0x5190, { 20,  20,   8}},
op_subq_32_al          , MASK_X_, 0x51b9, { 28,  28,   8}},
op_subq_32_aw          , MASK_X_, 0x51b8, { 24,  24,   8}},
op_subq_32_dn          , MASK_XY, 0x5180, {  8,   8,   2}},
op_subq_32_di          , MASK_XY, 0x51a8, { 24,  24,   9}},
op_subq_32_ix          , MASK_XY, 0x51b0, { 26,  26,  11}},
op_subq_32_pd          , MASK_XY, 0x51a0, { 22,  22,   9}},
op_subq_32_pi          , MASK_XY, 0x5198, { 20,  20,   8}},
op_subx_08_mm          , MASK_XY, 0x9108, { 18,  18,  12}},
op_subx_08_rr          , MASK_XY, 0x9100, {  4,   4,   2}},
op_subx_16_mm          , MASK_XY, 0x9148, { 18,  18,  12}},
op_subx_16_rr          , MASK_XY, 0x9140, {  4,   4,   2}},
op_subx_32_mm          , MASK_XY, 0x9188, { 30,  30,  12}},
op_subx_32_rr          , MASK_XY, 0x9180, {  8,   6,   2}},
op_svc_08_ai           , MASK__Y, 0x58d0, { 12,  12,  10}},
op_svc_08_al           , MASKALL, 0x58f9, { 20,  20,  10}},
op_svc_08_aw           , MASKALL, 0x58f8, { 16,  16,  10}},
op_svc_08_dn           , MASK__Y, 0x58c0, {  4,   4,   4}},
op_svc_08_di           , MASK__Y, 0x58e8, { 16,  16,  11}},
op_svc_08_ix           , MASK__Y, 0x58f0, { 18,  18,  13}},
op_svc_08_pd           , MASK__Y, 0x58e0, { 14,  14,  11}},
op_svc_08_pi           , MASK__Y, 0x58d8, { 12,  12,  10}},
op_svs_08_ai           , MASK__Y, 0x59d0, { 12,  12,  10}},
op_svs_08_al           , MASKALL, 0x59f9, { 20,  20,  10}},
op_svs_08_aw           , MASKALL, 0x59f8, { 16,  16,  10}},
op_svs_08_dn           , MASK__Y, 0x59c0, {  4,   4,   4}},
op_svs_08_di           , MASK__Y, 0x59e8, { 16,  16,  11}},
op_svs_08_ix           , MASK__Y, 0x59f0, { 18,  18,  13}},
op_svs_08_pd           , MASK__Y, 0x59e0, { 14,  14,  11}},
op_svs_08_pi           , MASK__Y, 0x59d8, { 12,  12,  10}},
op_swap_32             , MASK__Y, 0x4840, {  4,   4,   4}},
op_tas_08_ai           , MASK__Y, 0x4ad0, { 18,  18,  16}},
op_tas_08_al           , MASKALL, 0x4af9, { 26,  26,  16}},
op_tas_08_aw           , MASKALL, 0x4af8, { 22,  22,  16}},
op_tas_08_dn           , MASK__Y, 0x4ac0, {  4,   4,   4}},
op_tas_08_di           , MASK__Y, 0x4ae8, { 22,  22,  17}},
op_tas_08_ix           , MASK__Y, 0x4af0, { 24,  24,  19}},
op_tas_08_pd           , MASK__Y, 0x4ae0, { 20,  20,  17}},
op_tas_08_pi           , MASK__Y, 0x4ad8, { 18,  18,  16}},
op_trap                , 0xfff0,  0x4e40, {  4,   4,   4}},
op_trapcc              , MASKALL, 0x54fc, {  0,   0,   4}},
op_trapcc_16           , MASKALL, 0x54fa, {  0,   0,   6}},
op_trapcc_32           , MASKALL, 0x54fb, {  0,   0,   8}},
op_trapcs              , MASKALL, 0x55fc, {  0,   0,   4}},
op_trapcs_16           , MASKALL, 0x55fa, {  0,   0,   6}},
op_trapcs_32           , MASKALL, 0x55fb, {  0,   0,   8}},
op_trapeq              , MASKALL, 0x57fc, {  0,   0,   4}},
op_trapeq_16           , MASKALL, 0x57fa, {  0,   0,   6}},
op_trapeq_32           , MASKALL, 0x57fb, {  0,   0,   8}},
op_trapf               , MASKALL, 0x51fc, {  0,   0,   4}},
op_trapf_16            , MASKALL, 0x51fa, {  0,   0,   6}},
op_trapf_32            , MASKALL, 0x51fb, {  0,   0,   8}},
op_trapge              , MASKALL, 0x5cfc, {  0,   0,   4}},
op_trapge_16           , MASKALL, 0x5cfa, {  0,   0,   6}},
op_trapge_32           , MASKALL, 0x5cfb, {  0,   0,   8}},
op_trapgt              , MASKALL, 0x5efc, {  0,   0,   4}},
op_trapgt_16           , MASKALL, 0x5efa, {  0,   0,   6}},
op_trapgt_32           , MASKALL, 0x5efb, {  0,   0,   8}},
op_traphi              , MASKALL, 0x52fc, {  0,   0,   4}},
op_traphi_16           , MASKALL, 0x52fa, {  0,   0,   6}},
op_traphi_32           , MASKALL, 0x52fb, {  0,   0,   8}},
op_traple              , MASKALL, 0x5ffc, {  0,   0,   4}},
op_traple_16           , MASKALL, 0x5ffa, {  0,   0,   6}},
op_traple_32           , MASKALL, 0x5ffb, {  0,   0,   8}},
op_trapls              , MASKALL, 0x53fc, {  0,   0,   4}},
op_trapls_16           , MASKALL, 0x53fa, {  0,   0,   6}},
op_trapls_32           , MASKALL, 0x53fb, {  0,   0,   8}},
op_traplt              , MASKALL, 0x5dfc, {  0,   0,   4}},
op_traplt_16           , MASKALL, 0x5dfa, {  0,   0,   6}},
op_traplt_32           , MASKALL, 0x5dfb, {  0,   0,   8}},
op_trapmi              , MASKALL, 0x5bfc, {  0,   0,   4}},
op_trapmi_16           , MASKALL, 0x5bfa, {  0,   0,   6}},
op_trapmi_32           , MASKALL, 0x5bfb, {  0,   0,   8}},
op_trapne              , MASKALL, 0x56fc, {  0,   0,   4}},
op_trapne_16           , MASKALL, 0x56fa, {  0,   0,   6}},
op_trapne_32           , MASKALL, 0x56fb, {  0,   0,   8}},
op_trappl              , MASKALL, 0x5afc, {  0,   0,   4}},
op_trappl_16           , MASKALL, 0x5afa, {  0,   0,   6}},
op_trappl_32           , MASKALL, 0x5afb, {  0,   0,   8}},
op_trapt               , MASKALL, 0x50fc, {  0,   0,   4}},
op_trapt_16            , MASKALL, 0x50fa, {  0,   0,   6}},
op_trapt_32            , MASKALL, 0x50fb, {  0,   0,   8}},
op_trapv               , MASKALL, 0x4e76, {  4,   4,   4}},
op_trapvc              , MASKALL, 0x58fc, {  0,   0,   4}},
op_trapvc_16           , MASKALL, 0x58fa, {  0,   0,   6}},
op_trapvc_32           , MASKALL, 0x58fb, {  0,   0,   8}},
op_trapvs              , MASKALL, 0x59fc, {  0,   0,   4}},
op_trapvs_16           , MASKALL, 0x59fa, {  0,   0,   6}},
op_trapvs_32           , MASKALL, 0x59fb, {  0,   0,   8}},
op_tst_08_ai           , MASK__Y, 0x4a10, {  8,   8,   6}},
op_tst_08_al           , MASKALL, 0x4a39, { 16,  16,   6}},
op_tst_08_aw           , MASKALL, 0x4a38, { 12,  12,   6}},
op_tst_08_dn           , MASK__Y, 0x4a00, {  4,   4,   2}},
op_tst_08_di           , MASK__Y, 0x4a28, { 12,  12,   7}},
op_tst_08_imm          , MASKALL, 0x4a3c, {  0,   0,   6}},
op_tst_08_ix           , MASK__Y, 0x4a30, { 14,  14,   9}},
op_tst_08_pcdi         , MASKALL, 0x4a3a, {  0,   0,   7}},
op_tst_08_pcix         , MASKALL, 0x4a3b, {  0,   0,   9}},
op_tst_08_pd           , MASK__Y, 0x4a20, { 10,  10,   7}},
op_tst_08_pi           , MASK__Y, 0x4a18, {  8,   8,   6}},
op_tst_16_an           , MASK__Y, 0x4a48, {  0,   0,   2}},
op_tst_16_ai           , MASK__Y, 0x4a50, {  8,   8,   6}},
op_tst_16_al           , MASKALL, 0x4a79, { 16,  16,   6}},
op_tst_16_aw           , MASKALL, 0x4a78, { 12,  12,   6}},
op_tst_16_dn           , MASK__Y, 0x4a40, {  4,   4,   2}},
op_tst_16_di           , MASK__Y, 0x4a68, { 12,  12,   7}},
op_tst_16_imm          , MASKALL, 0x4a7c, {  0,   0,   6}},
op_tst_16_ix           , MASK__Y, 0x4a70, { 14,  14,   9}},
op_tst_16_pcdi         , MASKALL, 0x4a7a, {  0,   0,   7}},
op_tst_16_pcix         , MASKALL, 0x4a7b, {  0,   0,   9}},
op_tst_16_pd           , MASK__Y, 0x4a60, { 10,  10,   7}},
op_tst_16_pi           , MASK__Y, 0x4a58, {  8,   8,   6}},
op_tst_32_an           , MASK__Y, 0x4a88, {  0,   0,   2}},
op_tst_32_ai           , MASK__Y, 0x4a90, { 12,  12,   6}},
op_tst_32_al           , MASKALL, 0x4ab9, { 20,  20,   6}},
op_tst_32_aw           , MASKALL, 0x4ab8, { 16,  16,   6}},
op_tst_32_dn           , MASK__Y, 0x4a80, {  4,   4,   2}},
op_tst_32_di           , MASK__Y, 0x4aa8, { 16,  16,   7}},
op_tst_32_imm          , MASKALL, 0x4abc, {  0,   0,   6}},
op_tst_32_ix           , MASK__Y, 0x4ab0, { 18,  18,   9}},
op_tst_32_pcdi         , MASKALL, 0x4aba, {  0,   0,   7}},
op_tst_32_pcix         , MASKALL, 0x4abb, {  0,   0,   9}},
op_tst_32_pd           , MASK__Y, 0x4aa0, { 14,  14,   7}},
op_tst_32_pi           , MASK__Y, 0x4a98, { 12,  12,   6}},
op_unlk_32             , MASK__Y, 0x4e58, { 12,  12,   6}},
op_unpk_16_mm          , MASK_XY, 0x8188, {  0,   0,  13}},
op_unpk_16_rr          , MASK_XY, 0x8180, {  0,   0,   8}},
